epoch,lr,train_loss,val_loss,train_mean_macro_f1,val_mean_macro_f1,train_acc_Age,train_f1_Age,val_acc_Age,val_f1_Age,train_acc_Headgear,train_f1_Headgear,val_acc_Headgear,val_f1_Headgear,train_acc_Gender,train_f1_Gender,val_acc_Gender,val_f1_Gender,train_acc_Glasses,train_f1_Glasses,val_acc_Glasses,val_f1_Glasses,train_acc_UBClothingColor,train_f1_UBClothingColor,val_acc_UBClothingColor,val_f1_UBClothingColor,train_acc_LBClothingColor,train_f1_LBClothingColor,val_acc_LBClothingColor,val_f1_LBClothingColor
11,0.0003,-18.304608146672926,-2.0360910414549918,0.7267532118121661,0.696799828635036,0.9375535408338093,0.7356070768457185,0.9478310995820723,0.7333897594393955,0.8528162478583666,0.4669500461336923,0.9217466493731085,0.5286709328048743,0.9545795259851514,0.9539128753806914,0.9185761637123505,0.9175341593894709,0.7817854083380925,0.7161304745550127,0.7309410577893068,0.6675518358638564,0.8142133066818961,0.8100806271859017,0.7797953595618965,0.716711734193126,0.7431646202170189,0.6778381707719802,0.7413171926790604,0.6169405501194931
12,0.0003,-18.78673335217647,0.7680604563338008,0.7341551921599946,0.674825277990941,0.9378390919474586,0.7380319873448075,0.9191526156506701,0.6851211328182863,0.8717161621930326,0.48897148727708,0.8958063121487246,0.49179498572224506,0.9563285265562536,0.9556960102119956,0.9138204352212135,0.9124149905397293,0.7833023986293547,0.7175542724756445,0.7254647643752702,0.6604682343830368,0.8158373786407767,0.8174269245061215,0.7550079262141519,0.7367067205101994,0.7465912335808109,0.6872504711443188,0.6653696498054474,0.5624456039721495
13,0.00015,-19.46276880478025,1.1857805135253872,0.7496031172992125,0.6855667453733848,0.9553290976584808,0.7869661835157776,0.9276552817408849,0.6866966914378513,0.8805147058823529,0.5039982906003871,0.9288081856175241,0.5348462688502058,0.9623607938320959,0.9618086840151339,0.9168468078973916,0.9158954621583744,0.7950992290119931,0.7302879570495249,0.7635105923043666,0.6848926011644991,0.8214056253569388,0.8229540011043981,0.778930681654417,0.7248080729499123,0.7524628783552256,0.6916035875100532,0.6862660325695346,0.566261375679466
14,0.00015,-21.491295096161192,12.668558214184598,0.8099515015176757,0.7476251594199684,0.9780661050828098,0.8691641641359412,0.980544747081712,0.8860722003449686,0.9324671616219303,0.6179682324021367,0.9649805447470817,0.6364331156391516,0.9813677898343803,0.9810879395437776,0.9293846375558438,0.9285611573188743,0.8211557681324957,0.7587797067746971,0.7738867271941202,0.7013361004886222,0.8499607367218732,0.8627047738150044,0.7978094826343853,0.7428764366594975,0.7957774129069103,0.7700041924344976,0.7062977374261421,0.5904719460686964
15,0.00015,-22.61799404081662,23.39324685630133,0.8410744865810863,0.749177175335002,0.9921116504854369,0.9454781919183505,0.9767978094826344,0.8643711613852272,0.9522594231867504,0.6648126314381028,0.9534515059806888,0.6113319793116486,0.9865255568246716,0.9863221486169139,0.9195849546044098,0.9189015186677466,0.8429290405482581,0.7834422292583465,0.7906038334053899,0.7105032583564448,0.8602227298686465,0.8771095359289145,0.7946389969736273,0.7540526644007784,0.8081453455168475,0.7892821823258892,0.7537109093529327,0.6359024698881663
16,0.00015,-23.326528813037424,24.329256860645348,0.8584562057964952,0.7527495862652825,0.9895059965733867,0.9285037949640073,0.9779507133592736,0.8742057144927767,0.9610401199314678,0.7520214079508141,0.9599365902867848,0.6159664779040249,0.987667761279269,0.9874812635905985,0.9277993947254648,0.9271915868732286,0.8567425756710452,0.799639444976117,0.7842628620838737,0.7060088690785675,0.8652555682467161,0.8827437638811069,0.8063121487246001,0.7608240582836057,0.8147130211307824,0.8003475594163274,0.759619541720709,0.6323008109594919
17,0.00015,-24.172003656315173,39.57102357985599,0.8676437430526382,0.7631782978345202,0.9938784980011423,0.9572240258855804,0.9829946678195706,0.912054355610811,0.9629140491147915,0.7348854791328598,0.9677186914541,0.6519901641651995,0.988934894346088,0.9887681051929925,0.9344285920161407,0.9333268319544406,0.8664156196459166,0.8109245008184375,0.7671134169188644,0.6971595378742328,0.8730546830382638,0.8928543213043376,0.8045827929096412,0.7524988436328699,0.8220838092518561,0.821206025981622,0.7632223663352068,0.6320400537695672
18,0.00015,-24.39771728229727,37.03443462626359,0.8560151129978976,0.7433113681467076,0.9904518846373501,0.9273970347158907,0.9766536964980544,0.8596314718793246,0.9609508852084523,0.7020388831417078,0.9216025363885286,0.5493095257377927,0.9897737007424329,0.9896183152362121,0.930681654417063,0.9298972621117845,0.8714127641347801,0.8168197706371001,0.814382475861075,0.7291217093682201,0.8754461736150772,0.8929315084282358,0.8107796512465774,0.7567534817120058,0.8221195031410623,0.8072851658282396,0.7652399481193255,0.6351547580711175
19,7.5e-05,-25.196741309155744,55.99324431345844,0.872435524494387,0.7596437279740721,0.9919688749286122,0.9483723012342838,0.9740596627756161,0.84004176554947,0.965555396916048,0.731131068377897,0.9668540135466206,0.6366829903202232,0.9923793546544831,0.9922636984121621,0.9368785127539991,0.9359955722058795,0.8814962878355226,0.8295137069937595,0.8159677186914541,0.7344859384206905,0.8815498286693318,0.9007466645830882,0.8089061824470385,0.7683106030831258,0.832256567675614,0.8325857073651317,0.764519383196426,0.6423454982650435
20,7.5e-05,-26.73390416615695,85.99109306340947,0.9100501535321012,0.7881383979728978,0.997447886921759,0.9834771605803526,0.9848681366191094,0.9192802622130308,0.98043974871502,0.8258885033539445,0.9782389393284335,0.6933724443021663,0.9964484580239863,0.9963941411811643,0.9407695633376567,0.9400272369761393,0.9073922044545973,0.8625633851713324,0.8394581351779795,0.7482265876873697,0.9003962021701885,0.9219382403399116,0.812941346015276,0.7685197607601499,0.8544046259280411,0.8700394905659007,0.7793630206081568,0.6594040958985304
21,7.5e-05,-27.412004102969664,96.62225229552197,0.9245080070294031,0.784072320243553,0.9985722444317533,0.9900375706679486,0.9834270067733103,0.9174205669644441,0.9825278412335808,0.8731088493059624,0.9755007926214152,0.6711847577195994,0.9971623358081096,0.9971187316386749,0.9413460152759764,0.9405112103695753,0.9182252998286693,0.8768730777441193,0.8238939328433492,0.7367091734648481,0.9069638777841234,0.9291208051691289,0.8198587692751117,0.7668005823261825,0.8604368932038835,0.8807890076505831,0.7920449632511889,0.6718076306166681
22,3.75e-05,-27.985959168896343,108.98226752345097,0.9246658669197682,0.7778872810353484,0.9990898058252428,0.9930127716970701,0.978959504251333,0.8899721811151512,0.9842946887492862,0.8439308730911523,0.9755007926214152,0.6834350909512291,0.9971444888635066,0.9971007008937356,0.9383196425997983,0.9372808975248326,0.9270059965733867,0.8887982452470271,0.8204352212134314,0.7348055693445577,0.9097301541976014,0.9318318569570472,0.8138060239227555,0.7646859748647611,0.8665762421473444,0.8933207536325768,0.7813806023922756,0.6571439724115581
23,3.75e-05,-28.768240272037307,134.32529856344692,0.940708619298689,0.7932676343336675,0.9991790405482581,0.9954989127236331,0.9850122496036893,0.9189526370086399,0.9867754140491148,0.8949076796865466,0.9816976509583514,0.7077557943411602,0.9988399486007995,0.9988221334984536,0.945092952875054,0.9443268254289978,0.9427291547687036,0.9108129025515823,0.843493298746217,0.7505914379640819,0.9220802398629354,0.9430038674634247,0.8236057068741893,0.7737634790522026,0.8754104797258709,0.9012062198684938,0.7826776192534948,0.6642156322069224
24,3.75e-05,-29.188537055266746,150.8903996362726,0.9458179241481744,0.790099140802782,0.9994288977727013,0.9964976029230579,0.9847240236345295,0.9212375915650277,0.9872572815533981,0.9041817587767803,0.9809770860354518,0.7013621501643527,0.9988756424900057,0.9988583450000863,0.9386078685689581,0.9379748593739771,0.9479761564820103,0.9182912593671171,0.8393140221933997,0.7455673735250845,0.9261314962878355,0.9475076601308964,0.8148148148148148,0.7694701111405373,0.8818353797829811,0.9095709186911083,0.7907479463899697,0.6649827590477125
25,1.875e-05,-29.564185986461,156.05798404865124,0.9474697190268726,0.7880205233942194,0.9996609080525414,0.9972960864874599,0.9844357976653697,0.9126716581528757,0.9877569960022844,0.8990102465113559,0.9798241821588125,0.6909811495252782,0.9990005711022273,0.9989852453128074,0.9426430321371956,0.9418125222280842,0.9542047401484866,0.927565681046425,0.8472402363452947,0.7487131839980846,0.929843660765277,0.9506711154054988,0.819282317336792,0.7744255023694109,0.883923472301542,0.9112899393976885,0.7895950425133305,0.6595191240915821
